Name,Edição,Etiquetas,Seção,Tema,URL
Vendendo o peixe,11,,Educação,"A análise da publicidade nos permite ver que até nossos sonhos e desejos são históricos, além de ajudar no exercício da cidadania no mundo contemporâneo",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/educacao/vendendo-o-peixe
Marchar com fé,11,,Retrato,"Respeito aos índios, disciplina, crença no progresso. Rondon fez de sua trajetória um exemplo bem-acabado da comunhão entre a formação militar e as doutrinas positivistas",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/retrato/marchar-com-fe
Tamanho não é documento,11,,Por dentro - da Biblioteca Nacional,"Biblioteca Nacional possui coleção do Vossa Senhoria, o menor jornal do mundo",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/tamanho-nao-e-documento
Uma visita ao Paraguai sem sair do Brasil,11,,Por dentro - do Documento,Biblioteca Nacional guarda documentos do país vizinho pilhados após a Guerra do Paraguai,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/por-dentro-do-documento/uma-visita-ao-paraguai-sem-sair-do-brasil
A Formação do Candomblé: história e ritual da nação jeje na Bahia.,11,,Livros,"Editora da Unicamp, 390 páginas",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/livros/a-formacao-do-candomble-historia-e-ritual-da-nacao-jeje-na-bahia
Boticas e Pharmacias Uma História Ilustrada da Farmácia no Brasil,11,,Livros,Casa da Palavra 160 Páginas,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/livros/boticas-e-pharmacias-uma-historia-ilustrada-da-farmacia-no-brasil
Viver e morrer no Brasil holandês,11,,Livros,"Fundação Joaquim Nabuco/Editora Massangana, 248 páginas",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/livros/viver-e-morrer-no-brasil-holandes
O Brasil antes dos Brasileiros.,11,,Livros,"Jorge Zahar Editor, 141 páginas",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/livros/o-brasil-antes-dos-brasileiros
História da educação brasileira.,11,,Livros,"Cortez, 2006. 272 páginas",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/livros/historia-da-educacao-brasileira
História do Anarquismo no Brasil Vol. I,11,,Livros,Editora Mauad e Eduff. 268 páginas,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/livros/historia-do-anarquismo-no-brasil-vol-i
O Brasil pela ótica do jornalismo,10,,Em dia,Livros sobre O Pasquim e o Prêmio Esso mostram momentos importantes do país,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/em-dia/o-brasil-pela-otica-do-jornalismo
Fazendo história com as próprias mãos,10,,Em dia,,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/em-dia/fazendo-historia-com-as-proprias-maos
Cristo é brasileiro?,10,,Em dia,Curta-metragem revela os mistérios acerca da concepção e da construção da estátua,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/em-dia/cristo-e-brasileiro
A Maré está para museu,10,,Em dia,"O Complexo da Maré, no Rio de Janeiro, inaugura museu que conta a história da comunidade",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/em-dia/a-mare-esta-para-museu
O ouro vermelho de Minas Gerais,10,,Capa,"Perseguidos em uma guerra não declarada nos sertões e arraiais, os índios   resistiram e contribuíram para a formação da sociedade colonial mineira",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/capa/o-ouro-vermelho-de-minas-gerais
Revolução à européia com toque tropical,10,,Artigos,"Os vários nomes dados à Insurreição Praieira de 1848, em Pernambuco, mostram as diferentes faces e motivações do movimento",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/artigos-revista/revolucao-a-europeia-com-toque-tropical
Epopéia Amazônica,10,,Artigos,"De olho na borracha, o industrial Henry Ford ergueu na Amazônia brasileira, em 1927, uma típica cidade americana, tentando imprimir no país seu rígido modelo de produção",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/artigos-revista/epopeia-amazonica
Fordlândia não está só,10,,Artigos,Conheça outras empreitadas que deram errado na Floresta Amazônica,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/artigos-revista/fordlandia-nao-esta-so
O mecenato da cura,10,,Artigos,"Nos primeiros anos do século XX, integrantes da elite carioca se dividiam entre o circuito elegante da cidade e uma prática que mudaria a realidade da saúde pública no país: o mecenato científíco",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/artigos-revista/o-mecenato-da-cura
Riso solto em tempos difíceis,10,,Artigos,Stanislaw Ponte Preta batizou o golpe militar de 1964 de “a redentora” e empenhou sua visão satírica para denunciar e combater os atos de repressão da ditadura,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/artigos-revista/riso-solto-em-tempos-dificeis
Que rei serei eu?,10,,Artigos,"Uma educação voltada mais para o estudo da política e das ciências e menos para a religião, segundo reforma do ensino em Portugal, marcou a infância de D. Pedro II",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/artigos-revista/que-rei-serei-eu
O Preço da Liberdade,10,,Artigos,"Ao entregar seus escravos à justiça, membros da elite escaparam da acusação de envolvimento na Conjuração Baiana de 1798",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/artigos-revista/o-preco-da-liberdade
Reforma sem revolução,10,,Artigos,Integrantes da chamada geração 1870 fundiram crítica política e atividades,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/artigos-revista/reforma-sem-revolucao
Joseph Miller,10,,Entrevista,A História da África no Brasil ainda está para ser feita,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/entrevista/joseph-miller
"Muito Abelhudo, Muito Amável",10,,Leituras,A análise de uma crônica de Machado de Assis mostra a sutileza de suas intromissões nos assuntos em pauta na sociedade brasileira do século XIX,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/leituras/muito-abelhudo-muito-amavel
Árvores altas demais,10,,Perspectiva,As aquarelas  do francês Jean-Baptiste Debret  transformaram a exuberante natureza tropical  brasileira em paisagem artística,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/perspectiva/arvores-altas-demais
Da passarela para a sala de aula,10,,Educação,Alunos da Universidade Federal do Rio Grande do Norte utilizam a moda de três décadas como elemento lúdico para o aprendizado de História,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/educacao/da-passarela-para-a-sala-de-aula
O redentor do agreste,10,,Retrato,"Defensor ferrenho dos direitos das classes oprimidas, Miguel Arraes teve sua carreira ligada à imagem de salvador",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/retrato/o-redentor-do-agreste
Biblioteca Nacional digitaliza imagens do naturalista Alexandre Rodrigues Ferreira,10,,Por dentro - da Biblioteca Nacional,Biblioteca Nacional digitaliza estampas do naturalista Alexandre Rodrigues Ferreira,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/biblioteca-nacional-digitaliza-imagens-do-naturalista-alexandre-rodrigues-ferreira
Com perdão da má palavra,10,,Por dentro - do Documento,Os poucos exemplares conhecidos do Exame de Artilheiros estão no Brasil – os demais foram retirados de circulação no século XVIII por desrespeito aos códigos de tratamento,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/por-dentro-do-documento/com-perdao-da-ma-palavra
A Biblioteca InDisciplinada de Guita e José Mindlin,10,,Livros,Edusp / Fapesp / Edições Biblioteca Nacional. 544 páginas,https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/livros/a-biblioteca-indisciplinada-de-guita-e-jose-mindlin
500 anos de Engenharia no Brasil.,10,,Livros,"Editora Edusp, 384 páginas,",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/livros/500-anos-de-engenharia-no-brasil
Ideais traídos,10,,Livros,"Jorge Zahar Editor, 664 páginas.",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/livros/ideais-traidos
Grandeza e decadência do café no Vale do Paraíba,10,,Livros,"São Paulo. Brasiliense, 1961.",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/livros/grandeza-e-decadencia-do-cafe-no-vale-do-paraiba
Agentes da fé: familiares da Inquisição Portuguesa no Brasil Colonial,10,,Livros,"Editora Edusc, 208 páginas",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/livros/agentes-da-fe-familiares-da-inquisicao-portuguesa-no-brasil-colonial
"No Labirinto das Nações: africanos e identidades no Rio de Janeiro, século XIX",10,,Livros,"Arquivo Nacional, 336 páginas",https://web.archive.org/web/20160122042421/http://revistadehistoria.com.br/secao/livros/no-labirinto-das-nacoes-africanos-e-identidades-no-rio-de-janeiro-seculo-xix
Carta do Editor - Nº 9,9,,Carta do editor,,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-9
Os líderes históricos no Orkut,9,,Em dia,Há mais de 10 mil pessoas que louvam Hitler nas comunidades. E menos de mil que admiram Churchill. Por quê?,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/em-dia/os-lideres-historicos-no-orkut
Um estranho no ninho das cordas,9,,Em dia,Orquestra de Câmara do Mato Grosso tem se apresentado com um naipe de violas-de-cocho,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/em-dia/um-estranho-no-ninho-das-cordas
Quer cocaína? Vá à farmácia,9,,Em dia,Livro reúne textos da época em que a droga era comercializada livremente,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/em-dia/quer-cocaina-va-a-farmacia
Museu da Justiça digitaliza processos de Euclides da Cunha e JK,9,,Em dia,,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/em-dia/museu-da-justica-digitaliza-processos-de-euclides-da-cunha-e-jk
Os judeus da Baixada Fluminense,9,,Em dia,A cidade de Nilópolis já abrigou uma comunidade no século passado,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/em-dia/os-judeus-da-baixada-fluminense
Do escravo ao operário,9,,Em dia,Exposição em nove capitais resgata a história do trabalho e do trabalhador no Brasil,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/em-dia/do-escravo-ao-operario
"Contra a chibata, canhões",9,Marujada em fúria!,Dossiê,As reivindicações que levaram os marinheiros à Revolta da Chibata iam muito além da extinção do castigo inevitavelmente associado à escravidão,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/capa/contra-a-chibata-canhoes
Águas revoltas,9,Marujada em fúria!,Dossiê,O descompasso entre o arcaico e o moderno trouxe à tona violentas revoltas e revelou a necessidade de profundas transformações na Marinha de Guerra brasileira,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/capa/aguas-revoltas
O marinheiro bordador,9,Marujada em fúria!,Dossiê,"Duas toalhas de rosto bordadas pelo líder da Revolta da Chibata mostram os valores que defendia e revelam um pouco de seus afetos, sua dor e sofrimento",https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/capa/o-marinheiro-bordador
Marinheiros negros em águas internacionais,9,Marujada em fúria!,Dossiê,A repercussão da Revolta da Chibata nos jornais e revistas da Europa e Estados Unidos revela admiração pela organização e apoio à abolição dos castigos corporais,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/capa/marinheiros-negros-em-aguas-internacionais
&quot;Eu parei o Brasil&quot;,9,Marujada em fúria!,Dossiê,Entrevista: João Cândido,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/capa/eu-parei-o-brasil
"Vade retro, satanás!",9,,Artigos,A difusão da prática do exorcismo na América portuguesa foi favorecida pelos rituais indígenas e africanos e pela precariedade da medicina colonial,https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/artigos-revista/vade-retro-satanas
Entre o exótico e o exato,9,,Artigos,"Apresentando índios ao vivo, a Exposição Anthropologica Brazileira de 1882 evidenciou os esforços do Estado em promover uma imagem de nação integrada, no caminho do progresso e da modernidade",https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/artigos-revista/entre-o-exotico-e-o-exato
Línguas Malditas,9,,Artigos,"Aprender português era uma estratégia contra as dificuldades da escravidão, mas a visão de mundo dos negros sobrevivia nas línguas maternas africanas",https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/artigos-revista/linguas-malditas
Espaço vivo,9,,Artigos,"Ao contrário do que parece, há muita vida pulsando nos cemitérios: seja em belíssimas obras de arte, ou em preciosas informações sobre a história.",https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/artigos-revista/espaco-vivo
O que que o Pelô tem?,9,,Artigos,"A restauração do Pelourinho, em Salvador, priorizou a recuperação da arquitetura, desalojando centenas de famílias e marginalizando a história de seus próprios moradores",https://web.archive.org/web/20160122091351/http://revistadehistoria.com.br/secao/artigos-revista/o-que-que-o-pelo-tem
